p_index_int,"p_index_text","old_print_index","acc_txt","namAut","shTitle"
1464,"1464","1499","941","SELDEN, MILES","Thanksgiving Sermon, A"
1465,"1465","1500","940","SELDEN, MILES","Unstable as Water thou shalt not excell"
1466,"1466","1501","469","[SELDEN, MILES]","Decay of Christianity, The"
1467,"1467","1502","470","[SELDEN, MILES]","Rich Man and Lazarus, The"
1468,"1468","1503","943","[SELDEN, MILES]","Sermon on Isaiah XLIV: 5"
1469,"1469","1504","471","[SELDEN, MILES]","Thanksgiving Sermon, A"
1470,"1470","1505","424","SEWALL, CHARLES","Ascension, On the"
1471,"1471","1506","415","SEWALL, CHARLES","Associating with sinners, On"
1472,"1472","1507","416","SEWALL, CHARLES","Assumption, On the"
1473,"1473","1508","437","SEWALL, CHARLES","Circumcision, On the"
1474,"1474","1509","433","SEWALL, CHARLES","Crowning with thorns, On the"
1475,"1475","1510","429","SEWALL, CHARLES","Easter duty, On"
1476,"1476","1511","419","SEWALL, CHARLES","Feast of All Saints, On the"
1477,"1477","1512","425","SEWALL, CHARLES","Feast of All Saints, On the"
1478,"1478","1513","428","SEWALL, CHARLES","First Commandment, On the"
1479,"1479","1514","420","SEWALL, CHARLES","Frequent communion, On"
1480,"1480","1515","426","SEWALL, CHARLES","Mass, On the"
1481,"1481","1516","421","SEWALL, CHARLES","Mortal sin, On"
1482,"1482","1517","436","SEWALL, CHARLES","Nativity, On the"
1483,"1483","1518","435","SEWALL, CHARLES","Pentecost, On"
1484,"1484","1519","434","SEWALL, CHARLES","Receiving injuries from others, On"
1485,"1485","1520","431","SEWALL, CHARLES","Renouncing God, On"
1486,"1486","1521","422","SEWALL, CHARLES","Resurrection, On the"
1487,"1487","1522","432","SEWALL, CHARLES","Resurrection, On the"
1488,"1488","1523","418","SEWALL, CHARLES","Salvation, On"
1489,"1489","1524","427","SEWALL, CHARLES","Salvation, On"
1490,"1490","1525","423","SEWALL, CHARLES","Scourging of Christ, On the"
1491,"1491","1526","414","SEWALL, CHARLES","Temptations, On"
1492,"1492","1527","430","SEWALL, CHARLES","Torments of Hell, On the"
1493,"1493","1528","417","SEWALL, CHARLES","Vice of Ingratitude, On the"
1494,"1494","1529","1658","SIMPSON, ARCHIBALD","Action sermon from 1 Corr 1st Ch & 9 vs"
1495,"1495","1530","1659","SIMPSON, ARCHIBALD","Action sermon from Isai 53 ch & 10 vs"
1496,"1496","1531","1660","SIMPSON, ARCHIBALD","Action sermon from Zech 6 ch 13 vs"
1497,"1497","1532","1648","SIMPSON, ARCHIBALD","Archibald Simpson Manuscript Sermons"
1498,"1498","1533","1643","SIMPSON, ARCHIBALD","Corr 1, 21, 1[First]"
1499,"1499","1534","1637","SIMPSON, ARCHIBALD","Ezek 33, 33 Sermon 2d"
1500,"1500","1535","1644","SIMPSON, ARCHIBALD","Lecture upon 2 Sam 24 Ch, A"
1501,"1501","1536","1617","SIMPSON, ARCHIBALD","Phillipians 2d Ch & 8 vs."
1502,"1502","1537","1620","SIMPSON, ARCHIBALD","Sermon 1st from John 14 Ch 23 vs."
1503,"1503","1538","1627","SIMPSON, ARCHIBALD","Sermon 2d from 1st Tim 1st Ch & 15 vs"
1504,"1504","1539","1625","SIMPSON, ARCHIBALD","Sermon 2d from 2d Peter 3d Ch & 11 vs."
1505,"1505","1540","1609","SIMPSON, ARCHIBALD","Sermon 2d from Col 3d Ch 2, 3, 4 vs."
1506,"1506","1541","1646","SIMPSON, ARCHIBALD","Sermon 2d from Isai 26 Ch 8, 9 vs."
1507,"1507","1542","1615","SIMPSON, ARCHIBALD","Sermon 2d from John 14 Ch 23"
1508,"1508","1543","1604","SIMPSON, ARCHIBALD","Sermon 2d from John 3d Ch 3 & 5 vs."
1509,"1509","1544","1619","SIMPSON, ARCHIBALD","Sermon 2d from Luke 1st Ch 17 vs."
1510,"1510","1545","1640","SIMPSON, ARCHIBALD","Sermon 2d from Phillip 1, 27"
1511,"1511","1546","1605","SIMPSON, ARCHIBALD","Sermon 3d from John 3 Ch 3 & 5 vs."
1512,"1512","1547","1601","SIMPSON, ARCHIBALD","Sermon 3d from Luke 10 Ch 41, 42 vs."
1513,"1513","1548","1606","SIMPSON, ARCHIBALD","Sermon 4th from John 3 Ch 3 & 5 vs."
1514,"1514","1549","1602","SIMPSON, ARCHIBALD","Sermon 4th from Luke 10 Ch 41, 42 vs."
1515,"1515","1550","1607","SIMPSON, ARCHIBALD","Sermon 5 from John 3d Ch 3 & 5 vs."
1516,"1516","1551","1629","SIMPSON, ARCHIBALD","Sermon 7 from Titus 2, 11, 12"
1517,"1517","1552","1621","SIMPSON, ARCHIBALD","Sermon first from Isai 55 Ch 7 vs."
1518,"1518","1553","1635","SIMPSON, ARCHIBALD","Sermon from 1 Ep John 1 & 7"
1519,"1519","1554","1611","SIMPSON, ARCHIBALD","Sermon from 1 Ep John 1 Ch & 7 vs lt pt."
1520,"1520","1555","1610","SIMPSON, ARCHIBALD","Sermon from 1st Ep Peter 1st Ch 6 & 7 vs."
1521,"1521","1556","1626","SIMPSON, ARCHIBALD","Sermon from 1st Tim 1st Ch & 15 vs."
1522,"1522","1557","1624","SIMPSON, ARCHIBALD","Sermon from 2d Peter 3d Ch & 11 vs."
1523,"1523","1558","1608","SIMPSON, ARCHIBALD","Sermon from Colos 3d Ch 2, 3, 4 vs."
1524,"1524","1559","1653","SIMPSON, ARCHIBALD","Sermon from Deut 5 ch 29 vs, A"
1525,"1525","1560","1654","SIMPSON, ARCHIBALD","sermon from deut 5 ch 29 vs, A 2d"
1526,"1526","1561","1634","SIMPSON, ARCHIBALD","Sermon from Exod 20, 8 vs"
1527,"1527","1562","1636","SIMPSON, ARCHIBALD","Sermon from Ezek 33, 33"
1528,"1528","1563","1638","SIMPSON, ARCHIBALD","Sermon from Gal 5, 15"
1529,"1529","1564","1645","SIMPSON, ARCHIBALD","Sermon from Isai 26 Ch, 8, 9 vs, A"
1530,"1530","1565","1651","SIMPSON, ARCHIBALD","Sermon from Isai 53 ch & 5 vs, A"
1531,"1531","1566","1641","SIMPSON, ARCHIBALD","Sermon from Isai 66 & 2d"
1532,"1532","1567","1623","SIMPSON, ARCHIBALD","Sermon from Jerem 31 & 20"
1533,"1533","1568","1663","SIMPSON, ARCHIBALD","Sermon from Job 31 Ch & 6 vs, A"
1534,"1534","1569","1614","SIMPSON, ARCHIBALD","Sermon from John 14, 23"
1535,"1535","1570","1649","SIMPSON, ARCHIBALD","Sermon from John [14] Ch & 47 vs, A"
1536,"1536","1571","1603","SIMPSON, ARCHIBALD","Sermon from John 3d Ch 3 & 5 vs."
1537,"1537","1572","1633","SIMPSON, ARCHIBALD","Sermon from John 4, 24"
1538,"1538","1573","1618","SIMPSON, ARCHIBALD","Sermon from Luke 1st Ch 17 vs lt pt"
1539,"1539","1574","1664","SIMPSON, ARCHIBALD","Sermon from Matt 22 Ch & 4 vs., A"
1540,"1540","1575","1652","SIMPSON, ARCHIBALD","Sermon from Matt 22 Ch 4 vs., A"
1541,"1541","1576","1632","SIMPSON, ARCHIBALD","Sermon from Matt 4, 10"
1542,"1542","1577","1642","SIMPSON, ARCHIBALD","Sermon from Matthew 6, 33"
1543,"1543","1578","1639","SIMPSON, ARCHIBALD","Sermon from Phillip 1, 27"
1544,"1544","1579","1631","SIMPSON, ARCHIBALD","Sermon from Ps 103, 19"
1545,"1545","1580","1650","SIMPSON, ARCHIBALD","Sermon from Ps 116, 16 vs, A"
1546,"1546","1581","1613","SIMPSON, ARCHIBALD","Sermon from Ps 26 & 6"
1547,"1547","1582","1612","SIMPSON, ARCHIBALD","Sermon from Ps 39, 10, 11, 12 vs."
1548,"1548","1583","1647","SIMPSON, ARCHIBALD","Sermon from Psal 14 & 1"
1549,"1549","1584","1622","SIMPSON, ARCHIBALD","Sermon from Psalme 38 vs 18"
1550,"1550","1585","1630","SIMPSON, ARCHIBALD","Sermon from Rev 2, 17"
1551,"1551","1586","1616","SIMPSON, ARCHIBALD","Sermon from Rev 4 Ch 10 vs."
1552,"1552","1587","1655","SIMPSON, ARCHIBALD","Sermon from songs 8 ch & 2d vs, A"
1553,"1553","1588","1656","SIMPSON, ARCHIBALD","sermon from songs 8 ch & 2d vs, A 2d"
1554,"1554","1589","1600a","SIMPSON, ARCHIBALD","Sermons [by Archibald Simpson]"
1555,"1555","1590","1628","SIMPSON, ARCHIBALD","Sermons Vollume Thirteenth [by Archibald Simpson]"
1556,"1556","1591","1662","SIMPSON, ARCHIBALD","Two sermons undivided from Isai 44 Ch 3d vs."
1557,"1557","1592","1657","SIMPSON, ARCHIBALD","Two sermons undivided from Jer 3d Ch 19"
1558,"1558","1593","1661","SIMPSON, ARCHIBALD","Two sermons undivided from Lev 10 Ch 3d vs."
1559,"1559","1594","76a","SITTENSPERGER, MATHIAS","Sittensperger, see Manners"
1560,"1560","1595","907","SLOAN(E), SAMUEL","Religion the <i>rest</i> of all that labour"
1561,"1561","1596","908","[SLOAN(E), SAMUEL?]","Jews, Sin, and the Law, On"
1562,"1562","1597","945","SMITH, ARMISTEAD","City that is on an Hill cannot be hid, A"
1563,"1563","1598","946","SMITH, ARMISTEAD","Divine Government the Joy of our World, The"
1564,"1564","1599","944","SMITH, ARMISTEAD","Sermons, 1792-1802 [by Armistead Smith]"
1565,"1565","1600","1013","SMITH, HEZEKIAH","How can ye escape the Damnation of Hell"
1566,"1566","1601","1014","STILLMAN, SAMUEL","Seventeen Manuscript Sermons, 1760-1804, [by Samuel Stillman]"
1567,"1567","1602","1015","TENNENT, WILLIAM III","Sermon preached at New York"
1568,"1568","1603","949","TOLER, HENRY","Testify the Gospel of the Grace of God"
1569,"1569","1604","947","TOLER, HENRY","Two Sermons on the Death of Elder Lewis Lunsford"
1570,"1570","1605","948","TOLER, HENRY","Work of Christ, For the"
1571,"1571","1606","1713","TURQUAND, PAUL","Address on a day of fasting"
1572,"1572","1607","1704","TURQUAND, PAUL","And I will pray the Father"
1573,"1573","1608","1703","TURQUAND, PAUL","As the Lord liveth, the man that hath done this thing shall surely die"
1574,"1574","1609","1726","TURQUAND, PAUL","Ask now the beasts, & they shall teach thee"
1575,"1575","1610","1693","TURQUAND, PAUL","Be ye doers of the word"
1576,"1576","1611","1709","TURQUAND, PAUL","Behold, my Servant shall deal prudently"
1577,"1577","1612","1668","TURQUAND, PAUL","Behold, the fear of the Lord, th[at] is Wisdom"
1578,"1578","1613","1695","TURQUAND, PAUL","Being of a God, On the"
1579,"1579","1614","1716","TURQUAND, PAUL","Betrayest thou the Son o[f] man with a Kiss?"
1580,"1580","1615","1721","TURQUAND, PAUL","Blessed be the God & Father of our Lord Jesus Xt"
1581,"1581","1616","1670","TURQUAND, PAUL","Can the Ethiopian change his skin, or the Leopard his spots?"
1582,"1582","1617","1700","TURQUAND, PAUL","Deliverance from sin, the End of Christ's coming"
1583,"1583","1618","1690","TURQUAND, PAUL","Every man shall receive his own reward, according to his own labour"
1584,"1584","1619","1707","TURQUAND, PAUL","Faith the Gift of God. 1786"
1585,"1585","1620","1737","TURQUAND, PAUL","Faith, On"
1586,"1586","1621","1677","TURQUAND, PAUL","For of such is the Kingdom of Heaven"
1587,"1587","1622","1691","TURQUAND, PAUL","Forgetting those things which are behind"
1588,"1588","1623","1673","TURQUAND, PAUL","Fruits of the Spirit, The"
1589,"1589","1624","1723","TURQUAND, PAUL","Fulness of Time, The"
1590,"1590","1625","1730","TURQUAND, PAUL","God is faithful, who will not suffer you to be tempted above that ye are able"
1591,"1591","1626","1683","TURQUAND, PAUL","God is not a man that he should lie"
1592,"1592","1627","1680","TURQUAND, PAUL","Goodness & Security of God in the sufferings of Christ, The"
1593,"1593","1628","1733","TURQUAND, PAUL","Great is the Mystery of Godliness"
1594,"1594","1629","1684","TURQUAND, PAUL","Hardened thro' the deceitfulness of sin"
1595,"1595","1630","1717","TURQUAND, PAUL","Having heard the word, keep it, & bring forth fruit"
1596,"1596","1631","1689","TURQUAND, PAUL","He hath appointed a Day, in the which he will judge the World in righteousness"
1597,"1597","1632","1736","TURQUAND, PAUL","Holy Eucharist, On the"
1598,"1598","1633","1679","TURQUAND, PAUL","I am a Companion of all of them that fear thee"
1599,"1599","1634","1667","TURQUAND, PAUL","I am with you always"
1600,"1600","1635","1674","TURQUAND, PAUL","I am with you always"
1601,"1601","1636","1696","TURQUAND, PAUL","I know that thou wilt bring me to Death"
1602,"1602","1637","1712","TURQUAND, PAUL","If the Son therefore shall make you free, ye shall be free indeed"
1603,"1603","1638","1702","TURQUAND, PAUL","If thou wilt enter into life, keep the Commandments"
1604,"1604","1639","1697","TURQUAND, PAUL","In my prosperity I said, I shall never be moved"
1605,"1605","1640","1692","TURQUAND, PAUL","It is a fearful thing to fall into the Hands of the living God"
1606,"1606","1641","1719","TURQUAND, PAUL","Jesus put forth his hand"
1607,"1607","1642","1739","TURQUAND, PAUL","Let me die the death of the righteous"
1608,"1608","1643","1685","TURQUAND, PAUL","Let us not be weary in well-doing"
1609,"1609","1644","1676","TURQUAND, PAUL","Let us therefore fear"
1610,"1610","1645","1699","TURQUAND, PAUL","Love not the World"
1611,"1611","1646","1708","TURQUAND, PAUL","Necessity of Virtue in order to Happiness, The"
1612,"1612","1647","1681","TURQUAND, PAUL","Neither Circumcision availeth anything, no[r] uncircumcision, but a new Creature"
1613,"1613","1648","1735","TURQUAND, PAUL","No chastening for the present seemeth to be joyous"
1614,"1614","1649","1678","TURQUAND, PAUL","O that they were wise"
1615,"1615","1650","1669","TURQUAND, PAUL","Opening of the Chappel Amelia, At the"
1616,"1616","1651","1698","TURQUAND, PAUL","Path of the just is as the shining Light, The"
1617,"1617","1652","1671","TURQUAND, PAUL","Remember now thy Creator in the Days of thy Youth"
1618,"1618","1653","1731","TURQUAND, PAUL","Search the Scriptures"
1619,"1619","1654","1665","TURQUAND, PAUL","Sermons on Various Occasions by the Rev. Paul Turquand, Volume I"
1620,"1620","1655","1688","TURQUAND, PAUL","Sermons on Various Occasions by the Rev. Paul Turquand, Volume II"
1621,"1621","1656","1714","TURQUAND, PAUL","Sermons on Various Occasions by the Rev. Paul Turquand, Volume III"
1622,"1622","1657","1738","TURQUAND, PAUL","Serve the Lord with Gladness"
1623,"1623","1658","1694","TURQUAND, PAUL","Set your affection on things above"
1624,"1624","1659","1705","TURQUAND, PAUL","Shine to enter at the strait Gate"
1625,"1625","1660","1732","TURQUAND, PAUL","Short Acct. of the Nature, Terms & Conditions of the Baptismal Covenant"
1626,"1626","1661","1710","TURQUAND, PAUL","So shall he sprinkle many Nations"
1627,"1627","1662","1722","TURQUAND, PAUL","Sow to yourselves in Righteousness, reap in mercy"
1628,"1628","1663","1728","TURQUAND, PAUL","There is a reward for the righteous"
1629,"1629","1664","1720","TURQUAND, PAUL","There is no good in them, but for a Man to rejoice and to do good in his life"
1630,"1630","1665","1672","TURQUAND, PAUL","Through him we both have an Access by one Spirit unto the Father"
1631,"1631","1666","1701","TURQUAND, PAUL","Truly God is good"
1632,"1632","1667","1682","TURQUAND, PAUL","Vanity of human Life"
1633,"1633","1668","1725","TURQUAND, PAUL","Wait for the Hope of Righteousness by Faith"
1634,"1634","1669","1715","TURQUAND, PAUL","We must all appear before the Judgment-Seat of Xt."
1635,"1635","1670","1727","TURQUAND, PAUL","We Preach Xt. crucified"
1636,"1636","1671","1734","TURQUAND, PAUL","We will serve the Lord"
1637,"1637","1672","1718","TURQUAND, PAUL","What manner of Persons ought we to be"
1638,"1638","1673","1687","TURQUAND, PAUL","Whatsoever ye would that Men should do to you, do ye even so to them"
1639,"1639","1674","1706","TURQUAND, PAUL","When I have [a] convenient season, I will call for thee"
1640,"1640","1675","1724","TURQUAND, PAUL","When the fulness of the Time was come, God sent forth h[is] Son"
1641,"1641","1676","1711","TURQUAND, PAUL","Who gave Jacob for a Spoil, & Israel to the Robbers?"
1642,"1642","1677","1675","TURQUAND, PAUL","Without me ye can do nothing"
1643,"1643","1678","1729","TURQUAND, PAUL","Work out your own Salvation"
1644,"1644","1679","1666","TURQUAND, PAUL","Ye should do as I have done to you"
1645,"1645","1680","1686","TURQUAND, PAUL","Your labor is not in vain in the Lord"
1646,"1646","1681","1017","[TURQUAND, PAUL?]","It is appointed unto man once to die"
1647,"1647","1682","1018","[TURQUAND, PAUL?]","Let us not be weary in well-doing"
1648,"1648","1683","439","WALTON, JAMES","All Souls"
1649,"1649","1684","1034","WALTON, JAMES","Detraction, On"
1650,"1650","1685","438","WALTON, JAMES","Giving Alms, On"
1651,"1651","1686","441","WALTON, JAMES","Humiliations and afflictions, On"
1652,"1652","1687","442","WALTON, JAMES","Mortification of our passions, On the"
1653,"1653","1688","440","WALTON, JAMES","Nativity, On the"
1654,"1654","1689","445","WILLIAMS, JOHN","Ninth Article"
1655,"1655","1690","443","WILLIAMS, JOHN","Repentance, On"
1656,"1656","1691","444","WILLIAMS, JOHN","Sin, On"
1657,"1657","1692","910","WOOT(T)ON, JAMES","Sermon at the opening of S. Annes Ch."
1658,"1658","1693","911","[YELLOW, GEORGE?]","Peter's Denial of his Lord"
1659,"1659","1694","982","YOUNG, JOHN SR.","Sermon on Hebrews 12th C & 14 V, A"
1660,"1660","1695","983","YOUNG, JOHN SR.","Short Discorce [sic] on the 14C. of Reveration [sic] & 13V, A"
