p_index_int,"p_index_text",acc_int,"acc_tag","acc_txt","replaceText","namAut","shTitle"
142,"a00142",2018,"_2018_","a02018 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2018_','a00142') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Concerning the law of Moses, No. 2."
143,"a00143",2151,"_2151_","a02151","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2151_','a00143') WHERE 1;","BEND, JOSEPH GROVE JOHN","Confessing of Christ before men, &c."
144,"a00144",2063,"_2063_","a02063","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2063_','a00144') WHERE 1;","BEND, JOSEPH GROVE JOHN","Confession of sin, and its blessed Effects"
145,"a00145",2141,"_2141_","a02141","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2141_','a00145') WHERE 1;","BEND, JOSEPH GROVE JOHN","Confirmation"
146,"a00146",1918,"_1918_","a01918","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1918_','a00146') WHERE 1;","BEND, JOSEPH GROVE JOHN","Confirmation, On"
147,"a00147",1919,"_1919_","a01919","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1919_','a00147') WHERE 1;","BEND, JOSEPH GROVE JOHN","Confirmation, On"
148,"a00148",1864,"_1864_","a01864","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1864_','a00148') WHERE 1;","BEND, JOSEPH GROVE JOHN","Conformity to the World, Against"
149,"a00149",2184,"_2184_","a02184","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2184_','a00149') WHERE 1;","BEND, JOSEPH GROVE JOHN","Conscience void of offence, A"
150,"a00150",1829,"_1829_","a01829","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1829_','a00150') WHERE 1;","BEND, JOSEPH GROVE JOHN","Conscience, On"
151,"a00151",2190,"_2190_","a02190","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2190_','a00151') WHERE 1;","BEND, JOSEPH GROVE JOHN","Consideration of our ways"
152,"a00152",1993,"_1993_","a01993 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1993_','a00152') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Contending for the faith "
153,"a00153",1780,"_1780_","a01780","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1780_','a00153') WHERE 1;","BEND, JOSEPH GROVE JOHN","Contentment, On"
154,"a00154",2088,"_2088_","a02088","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2088_','a00154') WHERE 1;","BEND, JOSEPH GROVE JOHN","Continuing patiently in well-doing"
155,"a00155",2048,"_2048_","a02048 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2048_','a00155') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Corruption of Heart, On "
156,"a00156",1870,"_1870_","a01870","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1870_','a00156') WHERE 1;","BEND, JOSEPH GROVE JOHN","Counsel of God & Future Glory"
157,"a00157",1971,"_1971_","a01971 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1971_','a00157') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Covering sin; its evils, &c, &c "
158,"a00158",1910,"_1910_","a01910","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1910_','a00158') WHERE 1;","BEND, JOSEPH GROVE JOHN","Crucifixion of The Flesh"
159,"a00159",2205,"_2205_","a02205","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2205_','a00159') WHERE 1;","BEND, JOSEPH GROVE JOHN","Danger of consenting to smaller offences, The"
160,"a00160",1798,"_1798_","a01798","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1798_','a00160') WHERE 1;","BEND, JOSEPH GROVE JOHN","Danger of ill advice, On the"
161,"a00161",1821,"_1821_","a01821","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1821_','a00161') WHERE 1;","BEND, JOSEPH GROVE JOHN","Danger of riches, The"
162,"a00162",2051,"_2051_","a02051","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2051_','a00162') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Daniel & the Den of Lions"
163,"a00163",2193,"_2193_","a02193","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2193_','a00163') WHERE 1;","BEND, JOSEPH GROVE JOHN","Day of death better than the day of one's birth"
164,"a00164",2179,"_2179_","a02179","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2179_','a00164') WHERE 1;","BEND, JOSEPH GROVE JOHN","Death of the Old Year, On the"
165,"a00165",2097,"_2097_","a02097","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2097_','a00165') WHERE 1;","BEND, JOSEPH GROVE JOHN","Defective righteousness of the Scribes & Pharisees"
166,"a00166",1908,"_1908_","a01908","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1908_','a00166') WHERE 1;","BEND, JOSEPH GROVE JOHN","Delighting in God"
167,"a00167",2072,"_2072_","a02072","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2072_','a00167') WHERE 1;","BEND, JOSEPH GROVE JOHN","Departing from Iniquity"
168,"a00168",2177,"_2177_","a02177","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2177_','a00168') WHERE 1;","BEND, JOSEPH GROVE JOHN","Descent into Hell, The"
169,"a00169",1822,"_1822_","a01822","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1822_','a00169') WHERE 1;","BEND, JOSEPH GROVE JOHN","Desire of righteousness, Of the"
170,"a00170",2202,"_2202_","a02202","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2202_','a00170') WHERE 1;","BEND, JOSEPH GROVE JOHN","Devotion, On"
171,"a00171",2092,"_2092_","a02092","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2092_','a00171') WHERE 1;","BEND, JOSEPH GROVE JOHN","Displaying our light before men to the glory of God, On"
172,"a00172",1752,"_1752_","a01752","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1752_','a00172') WHERE 1;","BEND, JOSEPH GROVE JOHN","Distinction between Doers & mere Hearers of the word"
173,"a00173",1754,"_1754_","a01754","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1754_','a00173') WHERE 1;","BEND, JOSEPH GROVE JOHN","Divine Inspiration of the Scriptures, On the"
174,"a00174",1755,"_1755_","a01755","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1755_','a00174') WHERE 1;","BEND, JOSEPH GROVE JOHN","Divine Inspiration of the Scriptures, On the"
175,"a00175",1847,"_1847_","a01847","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1847_','a00175') WHERE 1;","BEND, JOSEPH GROVE JOHN","Divine Providence, Of a "
176,"a00176",1778,"_1778_","a01778","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1778_','a00176') WHERE 1;","BEND, JOSEPH GROVE JOHN","Duties of a Xtian Minister, The"
177,"a00177",1839,"_1839_","a01839","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1839_','a00177') WHERE 1;","BEND, JOSEPH GROVE JOHN","Duty of parents to their children, On the"
178,"a00178",1746,"_1746_","a01746","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1746_','a00178') WHERE 1;","BEND, JOSEPH GROVE JOHN","Duty of Praise, On the"
179,"a00179",1767,"_1767_","a01767","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1767_','a00179') WHERE 1;","BEND, JOSEPH GROVE JOHN","Duty of Submission to God, The"
180,"a00180",1946,"_1946_","a01946 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1946_','a00180') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Duty of Xtians under afflictions "
181,"a00181",1837,"_1837_","a01837","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1837_','a00181') WHERE 1;","BEND, JOSEPH GROVE JOHN","Dying unto sin, and living unto righteousness"
182,"a00182",2091,"_2091_","a02091","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2091_','a00182') WHERE 1;","BEND, JOSEPH GROVE JOHN","Ear & the eye -- proofs of the existence of a God, The"
183,"a00183",1792,"_1792_","a01792","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1792_','a00183') WHERE 1;","BEND, JOSEPH GROVE JOHN","Early piety, On"
184,"a00184",1808,"_1808_","a01808","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1808_','a00184') WHERE 1;","BEND, JOSEPH GROVE JOHN","Earthly happiness, On"
185,"a00185",1799,"_1799_","a01799","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1799_','a00185') WHERE 1;","BEND, JOSEPH GROVE JOHN","Easter, For"
186,"a00186",1817,"_1817_","a01817","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1817_','a00186') WHERE 1;","BEND, JOSEPH GROVE JOHN","Easter, For"
187,"a00187",1889,"_1889_","a01889","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1889_','a00187') WHERE 1;","BEND, JOSEPH GROVE JOHN","Easter, For"
188,"a00188",1939,"_1939_","a01939 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1939_','a00188') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Easter, For "
189,"a00189",1986,"_1986_","a01986 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1986_','a00189') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Easter, For "
190,"a00190",2027,"_2027_","a02027 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2027_','a00190') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Easter, For "
191,"a00191",2106,"_2106_","a02106","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2106_','a00191') WHERE 1;","BEND, JOSEPH GROVE JOHN","Easter, For"
192,"a00192",2139,"_2139_","a02139","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2139_','a00192') WHERE 1;","BEND, JOSEPH GROVE JOHN","Easter, For"
193,"a00193",2099,"_2099_","a02099","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2099_','a00193') WHERE 1;","BEND, JOSEPH GROVE JOHN","Education, On"
194,"a00194",2105,"_2105_","a02105","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2105_','a00194') WHERE 1;","BEND, JOSEPH GROVE JOHN","Education, On"
195,"a00195",2005,"_2005_","a02005 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2005_','a00195') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Eighth Commandment, On the "
196,"a00196",1997,"_1997_","a01997 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1997_','a00196') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Encouragement to persevere in well-doing "
197,"a00197",2003,"_2003_","a02003 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2003_','a00197') WHERE 1;","BEND, JOSEPH GROVE JOHN ","End of Christ's giving himself for us "
198,"a00198",2020,"_2020_","a02020 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2020_','a00198') WHERE 1;","BEND, JOSEPH GROVE JOHN ","End of the perfect & upright man, The "
199,"a00199",1776,"_1776_","a01776","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1776_','a00199') WHERE 1;","BEND, JOSEPH GROVE JOHN","Envy, On"
200,"a00200",1868,"_1868_","a01868","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1868_','a00200') WHERE 1;","BEND, JOSEPH GROVE JOHN","Epiphany, For the"
201,"a00201",2016,"_2016_","a02016 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2016_','a00201') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Epiphany, For the "
202,"a00202",2100,"_2100_","a02100","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2100_','a00202') WHERE 1;","BEND, JOSEPH GROVE JOHN","Epiphany, For the"
203,"a00203",2131,"_2131_","a02131","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2131_','a00203') WHERE 1;","BEND, JOSEPH GROVE JOHN","Epiphany, For the"
204,"a00204",2161,"_2161_","a02161","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2161_','a00204') WHERE 1;","BEND, JOSEPH GROVE JOHN","Epiphany, For the"
205,"a00205",2180,"_2180_","a02180","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2180_','a00205') WHERE 1;","BEND, JOSEPH GROVE JOHN","Episcopal Charitable Institution, For the"
206,"a00206",2096,"_2096_","a02096","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2096_','a00206') WHERE 1;","BEND, JOSEPH GROVE JOHN","Eternal life"
207,"a00207",1759,"_1759_","a01759","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1759_','a00207') WHERE 1;","BEND, JOSEPH GROVE JOHN","Eternity of God, On the"
208,"a00208",2146,"_2146_","a02146","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2146_','a00208') WHERE 1;","BEND, JOSEPH GROVE JOHN","Example of Nehemiah, The"
209,"a00209",1756,"_1756_","a01756","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1756_','a00209') WHERE 1;","BEND, JOSEPH GROVE JOHN","Excellence of the Holy Scriptures, On the"
210,"a00210",2185,"_2185_","a02185","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2185_','a00210') WHERE 1;","BEND, JOSEPH GROVE JOHN","Excellency of the knowledge of Christ Jesus, The"
211,"a00211",2087,"_2087_","a02087","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2087_','a00211') WHERE 1;","BEND, JOSEPH GROVE JOHN","Experience -- hope"
212,"a00212",1950,"_1950_","a01950 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1950_','a00212') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Faith & means necessary to a successful seeking of God "
213,"a00213",2157,"_2157_","a02157","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2157_','a00213') WHERE 1;","BEND, JOSEPH GROVE JOHN","Faithful discharge of duty, On a"
214,"a00214",2159,"_2159_","a02159","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2159_','a00214') WHERE 1;","BEND, JOSEPH GROVE JOHN","Faithful discharge of Duty, On a"
215,"a00215",1823,"_1823_","a01823","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1823_','a00215') WHERE 1;","BEND, JOSEPH GROVE JOHN","Fallacy of certain specious doctrines detected, The"
216,"a00216",2142,"_2142_","a02142","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2142_','a00216') WHERE 1;","BEND, JOSEPH GROVE JOHN","Fast (May 9, 1798), For the"
217,"a00217",1962,"_1962_","a01962 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1962_','a00217') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Fast on account of the Philadelphia Epidemic "
218,"a00218",1924,"_1924_","a01924","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1924_','a00218') WHERE 1;","BEND, JOSEPH GROVE JOHN","Fate of the Unrighteous"
219,"a00219",1761,"_1761_","a01761","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1761_','a00219') WHERE 1;","BEND, JOSEPH GROVE JOHN","Fear of God, On the"
220,"a00220",2000,"_2000_","a02000 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2000_','a00220') WHERE 1;","BEND, JOSEPH GROVE JOHN ","First commandment, On the "
221,"a00221",2154,"_2154_","a02154","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2154_','a00221') WHERE 1;","BEND, JOSEPH GROVE JOHN","Folly of making a mock at sin"
222,"a00222",1920,"_1920_","a01920","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1920_','a00222') WHERE 1;","BEND, JOSEPH GROVE JOHN","For Advent"
223,"a00223",1921,"_1921_","a01921","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1921_','a00223') WHERE 1;","BEND, JOSEPH GROVE JOHN","For Advent. The religion of the ancient & modern heathen"
224,"a00224",1923,"_1923_","a01923","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1923_','a00224') WHERE 1;","BEND, JOSEPH GROVE JOHN","For Christmas"
225,"a00225",1926,"_1926_","a01926","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1926_','a00225') WHERE 1;","BEND, JOSEPH GROVE JOHN","For the Epiphany"
226,"a00226",1915,"_1915_","a01915","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1915_','a00226') WHERE 1;","BEND, JOSEPH GROVE JOHN","For the Thanksgiving-day, 1792"
227,"a00227",2044,"_2044_","a02044 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2044_','a00227') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Form with the power, The "
228,"a00228",2023,"_2023_","a02023 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2023_','a00228') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Founded on the event of the Pool of Bethesda "
229,"a00229",1802,"_1802_","a01802","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1802_','a00229') WHERE 1;","BEND, JOSEPH GROVE JOHN","Free Schools, For the"
230,"a00230",1841,"_1841_","a01841","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1841_','a00230') WHERE 1;","BEND, JOSEPH GROVE JOHN","Free Schools, For the"
231,"a00231",2198,"_2198_","a02198","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2198_','a00231') WHERE 1;","BEND, JOSEPH GROVE JOHN","Friendship compatible with Christianity"
232,"a00232",1913,"_1913_","a01913","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1913_','a00232') WHERE 1;","BEND, JOSEPH GROVE JOHN","Friendship of the World, The"
233,"a00233",1884,"_1884_","a01884","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1884_','a00233') WHERE 1;","BEND, JOSEPH GROVE JOHN","From John XII, 13, No. 1"
234,"a00234",1963,"_1963_","a01963 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1963_','a00234') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Frontier-mission, For the "
235,"a00235",1992,"_1992_","a01992 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1992_','a00235') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Fruit of the Spirit, The "
236,"a00236",2094,"_2094_","a02094","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2094_','a00236') WHERE 1;","BEND, JOSEPH GROVE JOHN","Fruits meet for repentance"
237,"a00237",2165,"_2165_","a02165","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2165_','a00237') WHERE 1;","BEND, JOSEPH GROVE JOHN","Fruits of the Cross"
238,"a00238",1820,"_1820_","a01820","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1820_','a00238') WHERE 1;","BEND, JOSEPH GROVE JOHN","Fruits required from men are proportioned to their advantages."
239,"a00239",2163,"_2163_","a02163","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2163_','a00239') WHERE 1;","BEND, JOSEPH GROVE JOHN","Fruits ye criterion of character"
240,"a00240",1981,"_1981_","a01981 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1981_','a00240') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Fund proposed in Canon 16th, For the "
241,"a00241",2168,"_2168_","a02168","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2168_','a00241') WHERE 1;","BEND, JOSEPH GROVE JOHN","Funeral Sermon"
242,"a00242",1805,"_1805_","a01805","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1805_','a00242') WHERE 1;","BEND, JOSEPH GROVE JOHN","Future Judgement, On a"
243,"a00243",2199,"_2199_","a02199","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2199_','a00243') WHERE 1;","BEND, JOSEPH GROVE JOHN","Future state of existence & its consolations, On a"
244,"a00244",2120,"_2120_","a02120","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2120_','a00244') WHERE 1;","BEND, JOSEPH GROVE JOHN","Give us this day our daily bread"
245,"a00245",2133,"_2133_","a02133","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2133_','a00245') WHERE 1;","BEND, JOSEPH GROVE JOHN","God is a Spirit"
246,"a00246",1942,"_1942_","a01942 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1942_','a00246') WHERE 1;","BEND, JOSEPH GROVE JOHN ","God ought to be served rather than Baal "
247,"a00247",1850,"_1850_","a01850","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1850_','a00247') WHERE 1;","BEND, JOSEPH GROVE JOHN","God the only source of comfort, support, & protection"
