kpid,"kwd","acc","acc_txt",acc_int,"namAut","shTitle","kwst",bind_int,"bind_txt"
161,"riches, dangers of; avarice; God, inattention to; Lazarus the beggar, parable of;","1821","a01821",1821,"BEND, JOSEPH GROVE JOHN","Danger of riches, The","",0,""
162,"envy; God, duty to; piety; hypocrisy; obedience, rewards for; eternal life; Lion's Den, Daniel and.;","2051","a02051",2051,"BEND, JOSEPH GROVE JOHN ","Daniel & the Den of Lions","",0,""
163,"Solomon, wisdom of; wisdom of Solomon; Methuselah, advanced age of; ill health, the result of imprudence; imprudence, ill health the result of; heaven, chastisements of; repentance; death, the end of suffering.;","2193","a02193",2193,"BEND, JOSEPH GROVE JOHN","Day of death better than the day of one's birth","",0,""
164,"Christian dispensation; dispensation, Christian; providence; prayer; Holy Communion; Christian conversation; conversation, Christian; death, preparation for; justice; charity; life, uncertainty of; Second Coming of Christ; Christ, second coming of; new man, putting on the.;","2179","a02179",2179,"BEND, JOSEPH GROVE JOHN","Death of the Old Year, On the","",0,""
165,"Scribes; Pharisees; ministers, duties of; Mosaic law; law, Mosaic; hypocrisy; dueling.;","2097","a02097",2097,"BEND, JOSEPH GROVE JOHN","Defective righteousness of the Scribes & Pharisees","",0,""
166,"God, delighting in; predestination; Christian duty; duty, Christian.;","1908","a01908",1908,"BEND, JOSEPH GROVE JOHN","Delighting in God","",0,""
167,"iniquity, departing from; disobedience of Christ; Plato; Cicero; Seneca; evil, avoidance of; sincerity, religious; judgment, last.;","2072","a02072",2072,"BEND, JOSEPH GROVE JOHN","Departing from Iniquity","",0,""
168,"Hell, Christ's descent into; Whittingham, Bishop; David's prophecy of Christ; Christ, David's prophecy of; grace, covenant of; covenant of grace; last judgment; good thief; penitent thief; thief, good; thief, penitent; Christ, humanity of; Nicene Creed; Athanasian Creed; resurrection of saints; saints, resurrection of; Hell, harrowing of.;","2177","a02177",2177,"BEND, JOSEPH GROVE JOHN","Descent into Hell, The","",0,""
169,"righteousness, desire of; God, obligation to; commandments, respect for; Holy Spirit; liturgy, Episcopalian.;","1822","a01822",1822,"BEND, JOSEPH GROVE JOHN","Desire of righteousness, Of the","",0,""
170,"Christians, treatment of early; true devotion, nature of; devotion, errors in; hypocrisy; austerity, unnecessary; devotion, benefits of; early Christians, treatment of.;","2202","a02202",2202,"BEND, JOSEPH GROVE JOHN","Devotion, On","",0,""
171,"clergy, as examples; God, glorification of; good works, publicity of.;","2092","a02092",2092,"BEND, JOSEPH GROVE JOHN","Displaying our light before men to the glory of God, On","",0,""
172,"clergy, duties of; over-indulgence, dangers of; God, Christians' duties to; worldliness, dangers of.;","1752","a01752",1752,"BEND, JOSEPH GROVE JOHN","Distinction between Doers & mere Hearers of the word","",0,""
173,"scriptures, divine inspiration of; Communion, importance of; revelation, various modes of; blacks, preached to; inspiration, divine.;","1754","a01754",1754,"BEND, JOSEPH GROVE JOHN","Divine Inspiration of the Scriptures, On the","",0,""
174,"scriptures, divine inspiration of; revelation, Mosaic; revelation, prophetic; revelation, Christian; revelation, apostolic; inspiration, divine; Moses; Church Fathers.;","1755","a01755",1755,"BEND, JOSEPH GROVE JOHN","Divine Inspiration of the Scriptures, On the","",0,""
175,"providence, divine; Joseph and his brethren; God, omnipotence of; free will.;","1847","a01847",1847,"BEND, JOSEPH GROVE JOHN","Divine Providence, Of a ","",0,""
176,"clergy, duties of; ordination; Walke, Anthony; Nelson, Peter; Ball, David; Woodville, John; Iredell; Butler, Samuel; Sykes, Stephen; Judah, John; Rigg, Elisha; Henderson, James; Weems, John; Chew, Thomas John; Pryce, William; sermon, ordination; Holy Ghost.;","1778","a01778",1778,"BEND, JOSEPH GROVE JOHN","Duties of a Xtian Minister, The","",0,""
177,"parents, duties of; children, parents' duties to.;","1839","a01839",1839,"BEND, JOSEPH GROVE JOHN","Duty of parents to their children, On the","",0,""
178,"Praise, duty of; God, gratitude due to; David; Holy Communion, as praise; hypocrisy; religious liberty.;","1746","a01746",1746,"BEND, JOSEPH GROVE JOHN","Duty of Praise, On the","",0,""
179,"submission to God, duty of; God, duty to; patience, duty of.;","1767","a01767",1767,"BEND, JOSEPH GROVE JOHN","Duty of Submission to God, The","",0,""
180,"faith; funeral sermon; sermon, funeral; heaven, nature of.;","1946 ","a01946 ",1946,"BEND, JOSEPH GROVE JOHN ","Duty of Xtians under afflictions ","",0,""
181,"sin; righteousness; worldliness; communion.;","1837","a01837",1837,"BEND, JOSEPH GROVE JOHN","Dying unto sin, and living unto righteousness","",0,""
182,"God, existence of; religion, truth of; truth in religion; revelation, divine; divine revelation; reason, human; human reason; Solomon; Jacob's dream; philosophers, mistakes of ancient; nature, as teacher; society, as teacher.;","2091","a02091",2091,"BEND, JOSEPH GROVE JOHN","Ear & the eye -- proofs of the existence of a God, The","",0,""
183,"New Year's sermon; sermon, New Year's; piety; God, obligation to; habit, power of; youth, disadvantages of; education, religious.;","1792","a01792",1792,"BEND, JOSEPH GROVE JOHN","Early piety, On","",0,""
184,"worldliness.;","1808","a01808",1808,"BEND, JOSEPH GROVE JOHN","Earthly happiness, On","",0,""
185,"resurrection of the body; communion; grace; Resurrection.;","1799","a01799",1799,"BEND, JOSEPH GROVE JOHN","Easter, For","",0,""
186,"ritual, religious; Catholic Church, criticism of; Communion, Holy; judgment, last; worldliness.;","1817","a01817",1817,"BEND, JOSEPH GROVE JOHN","Easter, For","",0,""
187,"Christ, death of; crucifixion; resurrection; Christ, resurrection of; Apostles.;","1889","a01889",1889,"BEND, JOSEPH GROVE JOHN","Easter, For","",0,""
188,"resurrection; faith; reason, role of.;","1939 ","a01939 ",1939,"BEND, JOSEPH GROVE JOHN ","Easter, For ","",0,""
189,"atheism; Deism; reason; resurrection of Christ; Christ, resurrection of; crucifixion; Christ, crucifixion of.;","1986 ","a01986 ",1986,"BEND, JOSEPH GROVE JOHN ","Easter, For ","",0,""
190,"Holy Communion; schism; ministers, deference to; women, sensitivity of; faith; resurrection, proofs of; resurrection, universal; religion, truth of; Paul; ministers, three orders of; Claggett, Bishop Thomas John; bishops; priests; deacons; Christ, sepulchre of.;","2027 ","a02027 ",2027,"BEND, JOSEPH GROVE JOHN ","Easter, For ","",0,""
191,"Holy Communion, neglect of; Christ, incarnation of; Christ, sacrifice of; Christ, resurrection of; Church, founded by Christ; Christ, church founded by; last judgment; Christ, second coming of; sin, God's abhorrence of; divine law, obedience of; Christians, obligations of; Christ, imitation of; imitation of Christ.;","2106","a02106",2106,"BEND, JOSEPH GROVE JOHN","Easter, For","",0,""
192,"Christ, resurrection of; resurrection of Christ; Christ, passion of; prophecies, fulfillment of; earth, conversion to Christianity; Christ, divine power of; crucifixion of Christ; immortality; soul, distinct from body; Christ as redeemer; redemption of sinners; worldliness; Christ, crucifixion of; sinners, redemption of.;","2139","a02139",2139,"BEND, JOSEPH GROVE JOHN","Easter, For","",0,""
193,"children, discipline of; teaching, importance of; moral instruction, necessity of; religion, early instruction; industry, early instruction; moderation, early instruction; idleness, bane of virtue.;","2099","a02099",2099,"BEND, JOSEPH GROVE JOHN","Education, On","",0,""
194,"reason, inadequacy of; education, errors in; charity; moderation; children, overindulgence of; Sabbath, reverence for; authority, parental.;","2105","a02105",2105,"BEND, JOSEPH GROVE JOHN","Education, On","",0,""
195,"theft, kinds of; property, rights of.;","2005 ","a02005 ",2005,"BEND, JOSEPH GROVE JOHN ","Eighth Commandment, On the ","",0,""
196,"worldliness; providence, role of; reason, role of; free will; last judgment; virtue, rewards of; experience, lessons of; tares, parable of; parable of the tares.;","1997 ","a01997 ",1997,"BEND, JOSEPH GROVE JOHN ","Encouragement to persevere in well-doing ","",0,""
197,"Christ as redeemer; works, good; wives, duties of; parents, duties of; servants, duties of; Fall of Man; human nature, imperfection of; salvation, means of.;","2003 ","a02003 ",2003,"BEND, JOSEPH GROVE JOHN ","End of Christ's giving himself for us ","",0,""
198,"man, upright; peace; Anspach, Elizabeth, funeral of; Nicols, Mrs. R., funeral of; Wallace, Judith, funeral of; funeral sermon; sermon, funeral; God's law, obedience to.;","2020 ","a02020 ",2020,"BEND, JOSEPH GROVE JOHN ","End of the perfect & upright man, The ","",0,""
199,"Joseph, story of.;","1776","a01776",1776,"BEND, JOSEPH GROVE JOHN","Envy, On","",0,""
200,"Indians, American, conversion of; Christ, acknowledgement of; Herod; Wise Men.;","1868","a01868",1868,"BEND, JOSEPH GROVE JOHN","Epiphany, For the","",0,""
201,"Paine, Thomas; church and state, separation of; Christianity, legal support of; Christianity, progress of; Jews, conversion of; public worship, neglect of.;","2016 ","a02016 ",2016,"BEND, JOSEPH GROVE JOHN ","Epiphany, For the ","",0,""
202,"Jews, as chosen people; Egypt, exodus from; Canaan, conquest of; David; Solomon; Messiah, prophecies of; prophecies of Messiah; Wise Men; Christians, persecution of early; <i>Age of Reason, The</i>; Bible, truth of; Paine, Thomas; Hindus; Mahomet; Jews, conversion of; religion, defense of; religion, spread of; duty, neglect of.;","2100","a02100",2100,"BEND, JOSEPH GROVE JOHN","Epiphany, For the","",0,""
203,"Jews, as chosen people; Socrates; Plato; Isaiah; Wise Men; Christianity, spread of; Constantine, conquest of paganism; Julian the Apostate, conquest of paganism; Jews, conversion of; Jews, diaspora of.;","2131","a02131",2131,"BEND, JOSEPH GROVE JOHN","Epiphany, For the","",0,""
204,"Magi; Messiah, anticipation of; Isaiah, prophecies of; prophecies of Isaiah; learning, human; truth, divine; Bible, attentiveness to.;","2161","a02161",2161,"BEND, JOSEPH GROVE JOHN","Epiphany, For the","",0,""
205,"Baltimore, Benevolent Society of the City and County of; charity school; poor, obligation to help the; mercy; good works; school, charity.;","2180","a02180",2180,"BEND, JOSEPH GROVE JOHN","Episcopal Charitable Institution, For the","",0,""
206,"life, eternal; God, knowledge of; Christ, divinity of; Benjamin; Joseph; Paul; Solomon; God, omniscience of; God, justice of; law, divine; atonement, necessity of; salvation of non-Christians; non-Christians, salvation of.;","2096","a02096",2096,"BEND, JOSEPH GROVE JOHN","Eternal life","",0,""
207,"God, eternity of; Communion, importance of.;","1759","a01759",1759,"BEND, JOSEPH GROVE JOHN","Eternity of God, On the","",0,""
208,"political sermon; sermon, political; Nehemiah, patriotism of; Nehemiah, Babylonian captivity of; Washington, George; Jews, captivity of; religion, U.S. government's neglect of.;","2146","a02146",2146,"BEND, JOSEPH GROVE JOHN","Example of Nehemiah, The","",0,""
209,"scriptures, excellence of; scriptures, truth of; scripture, translation of necessary; inspiration, divine; matrimony; parents, responsibilities toward children; children, duty to obey parents; magistrates, duties of;","1756","a01756",1756,"BEND, JOSEPH GROVE JOHN","Excellence of the Holy Scriptures, On the","",0,""
210,"Christ, knowledge of; salvation through Christ; Christ, salvation through; God, duty to; repentance; reformation; faith; good works; piety.;","2185","a02185",2185,"BEND, JOSEPH GROVE JOHN","Excellency of the knowledge of Christ Jesus, The","",0,""
211,"hope; Paul, conversion of; Manasseh, reformation of; Satan, temptation by; forgiveness; eternal life; Enoch; Elijah; Christ, Ascension of; Ascension of Christ; Apostles, experiences of; Holy Spirit, influence of.;","2087","a02087",2087,"BEND, JOSEPH GROVE JOHN","Experience -- hope","",0,""
212,"worldliness; God, successful seeking of; rewards of seeking God.;","1950 ","a01950 ",1950,"BEND, JOSEPH GROVE JOHN ","Faith & means necessary to a successful seeking of God ","",0,""
213,"duty, faithful discharge of; public servants, duties of; elected officials, duties of; Solomon, wisdom of; education, importance of; family, obligation to support; labor, necessity of; society, duties to.;","2157","a02157",2157,"BEND, JOSEPH GROVE JOHN","Faithful discharge of duty, On a","",0,""
214,"duty, faithful discharge of; atheism; Dupont, Nemours; Spinoza; last judgment; repentance, necessity of; reformation, necessity of; sin, avoidance of; good works; worldliness; Holy Spirit, assistance of.;","2159","a02159",2159,"BEND, JOSEPH GROVE JOHN","Faithful discharge of Duty, On a","",0,""
215,"false prophets; doctrines, specious; Bible, interpretation of; salvation through Christ; Christ, salvation through; Holy Communion; charity; parable of the tares and wheat; tares and wheat, parable of; judgment, last.;","1823","a01823",1823,"BEND, JOSEPH GROVE JOHN","Fallacy of certain specious doctrines detected, The","",0,""
216,"fast day, national; Adams, President John; Federalism; France, undeclared war with U.S.; Rehoboam, folly of; Jehoshaphat, piety of King; Ahab, alliance with Jehoshaphat; Moab; public worship, neglect of; French Revolution; war, evils of; Federalist sermon; sermon, Federalist.;","2142","a02142",2142,"BEND, JOSEPH GROVE JOHN","Fast (May 9, 1798), For the","",0,""
217,"wicked, punishment of; repentance, necessity of; God, mercy of; epidemic, in Philadelphia (1793).;","1962 ","a01962 ",1962,"BEND, JOSEPH GROVE JOHN ","Fast on account of the Philadelphia Epidemic ","",0,""
218,"unrighteous, fate of; Mosaic law; Paul; fig tree, parable of; parable of the fig tree.;","1924","a01924",1924,"BEND, JOSEPH GROVE JOHN","Fate of the Unrighteous","",0,""
219,"God, fear of; wickedness of man.;","1761","a01761",1761,"BEND, JOSEPH GROVE JOHN","Fear of God, On the","",0,""
220,"public worship, importance of; idolatry; Catholic Church, criticism of; Ten Commandments; reason, role of;","2000 ","a02000 ",2000,"BEND, JOSEPH GROVE JOHN ","First commandment, On the ","",0,""
221,"sin, avoidance of; Solomon; mockers of religion; sin, definition of.;","2154","a02154",2154,"BEND, JOSEPH GROVE JOHN","Folly of making a mock at sin","",0,""
222,"duties, moral; Sermon on the Mount; Mammon;","1920","a01920",1920,"BEND, JOSEPH GROVE JOHN","For Advent","",0,""
223,"idolatry; polytheism; religion, ancient; religion, heathen; philosophers, ancient; Indian, American, religions of;","1921","a01921",1921,"BEND, JOSEPH GROVE JOHN","For Advent. The religion of the ancient & modern heathen","",0,""
224,"Holy Communion; Christ, opposition to; Jews, beliefs of; crucifixion; idolatry; Christianity, rejection of; Christianity, benefits of accepting.;","1923","a01923",1923,"BEND, JOSEPH GROVE JOHN","For Christmas","",0,""
225,"Epiphany; John the Baptist; worldliness; Wise Men; Christianity, growth of; religion, demise of ancient.;","1926","a01926",1926,"BEND, JOSEPH GROVE JOHN","For the Epiphany","",0,""
226,"Thanksgiving Day; fig tree, parable of; parable of the fig tree; U.S. Constitution, blessings of; religion, neglect of.;","1915","a01915",1915,"BEND, JOSEPH GROVE JOHN","For the Thanksgiving-day, 1792","",0,""
227,"religion, true; morals; hypocrisy; superstition; wickedness.;","2044 ","a02044 ",2044,"BEND, JOSEPH GROVE JOHN ","Form with the power, The ","",0,""
228,"Bethesda, pool of; providence; God, mercy of; Mosaic law;","2023 ","a02023 ",2023,"BEND, JOSEPH GROVE JOHN ","Founded on the event of the Pool of Bethesda ","",0,""
229,"schools, free; children, Christ's love for; charity; education; orphans; Edward, Lord Hawke; Hawke, Admiral.;","1802","a01802",1802,"BEND, JOSEPH GROVE JOHN","Free Schools, For the","",0,""
230,"children, poor, duties to; orphans, duties to.;","1841","a01841",1841,"BEND, JOSEPH GROVE JOHN","Free Schools, For the","",0,""
231,"John, special relationship with Christ; Christ, special relationship with John; John, gospel of; gospel of John; charity; social duties; duties, social; universal love; love, universal; Christianity, consolations of.;","2198","a02198",2198,"BEND, JOSEPH GROVE JOHN","Friendship compatible with Christianity","",0,""
